Scenario,Crossing,Country,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SSP119,San_Diego_Crossing,GUA,2947.6674342561273,3316.2627128899285,2789.700437057226,2842.5288767630655,3035.913834696061,2895.8573554494888,3161.372059099796,2917.3194027307914,2541.8546596235005,3251.552299662653,2984.9978514867616,2941.340369589546,2594.653349406025,2763.1316111798633,3247.9967715580324,3107.378182137555,2606.51651064777,2986.5684059187597,2929.5419738030296,2930.7953563156493,2906.892859808512,2938.668245269073,2978.081375154427,3142.850868770556,2917.7476997073773,3217.5221492145765,3152.2668877489164,2923.1594080654554,2445.106660745621,2666.0118373989108,2994.1293885613964,3110.2908395104687,3166.161628095688,3530.306384940229,3168.5119294642645,3138.2929371885198,3265.1170965910223,3199.230185548506,3198.994265847788,3064.309705479652,3101.897426037383,3498.030308242216,3461.013839327413,3352.3080409140234,3243.7992708090137,3243.7314046654415,3452.988731323412,2916.667759275721,3091.2423087088055,3547.3471310139407,3239.7296653918484,2965.838810203979,3846.133990547775,3357.348995371549,3337.76953174825,3617.9396645717757,3311.4000596955225,3224.147167094417,3451.206580909415,3388.3040692438058,3293.9175928893487,3344.95539296904,3439.0091087279816,3375.8516192515312,3586.4707592174063,3895.998109989351,3552.909753908864,3224.714419961698,3626.294555398175,3404.9870787464088,3790.7180252589033,3265.598692037563,3395.1464780558867,3483.0633415038596,3578.658514028355,3521.2438202461167,3551.7211368514754,3502.5642471703986
SSP245,San_Diego_Crossing,GUA,4859.544869599984,4579.598842898582,2948.2337024414423,2300.2357783924454,2700.607310480299,2200.653703158769,2362.389561793231,1519.0417694797054,1496.285977119548,3673.042246046009,1895.2504916600924,2434.6219111918717,4361.933310691962,2141.1360959530784,2482.216369404555,2823.639791934529,1904.333500028575,4257.419374010868,1802.8395942146371,1069.3730389688535,2417.007602276198,3112.095171504918,3872.626172134685,3027.7587196163367,2231.17724457368,2954.5746127792536,1510.0786562178284,2548.4378571962015,1811.6378537592,2844.1390097544895,2920.063088113663,1392.7946716865665,1414.060003969196,3130.1631456480236,3063.8519309659023,4888.684309234628,3778.979300054015,2539.9806202215404,2811.9898862991854,2043.1054440217679,2602.526573997752,2856.0793217813975,3027.178248129418,1496.4293196203205,2746.0948210138063,3496.2087960460303,2065.8799942972587,2325.168233821662,2931.5762769046923,3259.812970560606,4220.816564984055,4536.797934407566,3854.6566770470845,3910.261427828926,4246.978805853668,3455.9612480125265,2514.4237979489712,3077.619567788557,3935.065672448177,3697.7926847240005,4141.057851625261,4608.024815591998,5948.03656722679,3265.9979696771206,3595.3866638108766,4136.326764844412,3554.7036768381286,3423.635328911984,4945.9327731795465,4685.668797195387,4016.052481200442,5073.775094466025,4122.850066040445,5712.478261640854,4203.715384804693,5135.012073288782,3659.6326996616745,3047.077173292816
SSP370,San_Diego_Crossing,GUA,5073.517765735953,5556.038442409111,5065.02057239109,4261.413747336415,3719.9452432215257,3279.940039266071,2967.8797592653655,4051.113425152329,3340.9361492180537,2300.912230829964,550.8105148450815,2097.98503805935,1598.2722029250276,2157.361469747854,2391.827685327396,3718.553435174702,3756.176219946371,2995.085460061146,1946.0359695181,607.4408345317746,3560.52178957417,4382.3775307101905,3437.270893116424,3168.123406731523,4091.7069336579343,2712.5463150301584,4006.4427859402413,2787.957188092837,2581.162189195951,4114.881005937453,6407.177672844644,4203.58228195357,5046.828298489789,6180.248112842705,4177.794044261839,1751.6339949564747,1726.970413647866,5127.726359716323,4250.790893490687,2409.1440885056263,5031.849429832338,4901.9536281237615,4688.248942119247,3855.7470618871844,4170.120998706662,6116.768006712919,6394.345380131468,3475.5808432484714,6417.586462496333,5567.727712735515,3741.553317158936,3750.9422608305167,3667.1330803087394,2953.5174911725912,6225.336692170387,1505.0282803155794,4303.748809015664,5050.622873787528,3980.4145327713627,6435.898833952607,6669.96832108577,3187.3204190937777,5062.4571246416235,5802.652927232913,1119.7692321524353,3418.3474327938347,3986.363089660016,2044.7407161894037,4307.580295953529,5778.053986202696,4032.4154652394814,5103.780338439164,5369.422797762708,3186.0274969326897,4840.219518555603,4289.9238065089485,2668.791896298588,3489.523573503233
SSP585,San_Diego_Crossing,GUA,2277.0291944909122,2053.283974503175,3510.4480405471295,2846.4795199610735,2647.155547714756,3494.1694609681417,3322.782703336657,856.3182590275994,2069.789448673138,3571.56992193829,3827.2951992737453,2424.6791946960043,2643.37423964056,3641.9904092631923,3582.7508708697824,3394.4424401578985,3561.9394650147738,2914.5288967980837,3315.7944186520745,2302.4115349912813,3902.9162012536535,4508.8352431875,4384.2298970096135,3254.785466458576,3716.688426853493,4360.867423582236,4563.576077274791,3133.5078190302784,4223.244686785965,4286.4231477091125,4849.267265435223,4967.15971331946,4032.3924633454044,3500.7836415110683,4200.334786487549,5471.724169358122,4562.521289360196,4251.465778688423,5624.766240786314,4960.416679455348,5094.018398049853,6151.037721845579,5895.267759252257,5034.890054703297,5748.106706394664,4856.899341576402,6310.4608405776435,6627.568317909961,6695.26730767035,5573.599572322077,6124.0252257711745,7342.068904355533,5687.082686415934,6099.190549465761,6172.726390636684,6470.937711028662,6874.95711826626,6415.018596541137,6929.158779055283,7824.893947554493,6728.5134616406,7000.32905043121,6620.8767260496115,6591.202485453794,6829.140088015885,6609.880756797674,7377.482314806804,7314.01668815176,7942.971375118291,7053.980974633996,7517.061697331341,8265.212857316628,8345.035870778429,7604.322280162426,6763.256413366439,7821.089778753545,8541.909925309077,7544.028471952236
