Scenario,Crossing,Country,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SSP119,San_Diego_Crossing,ELSAL,1256.5541184088843,1363.2215458459923,1168.9523709767075,1229.8541792911535,1190.804524769979,1156.0596762514099,1267.101051128317,973.3313358398868,1002.554341322315,1261.3810289743997,1258.892163980934,1123.940329924077,908.4778014805163,1269.7570683049291,1240.1256799891742,1204.0972056583762,963.9271349414847,1209.4155375142695,1137.1088517034193,1190.372034282795,1182.929035007004,1217.9869765586043,1239.0843600961716,1178.8052782074028,1243.7563698217846,1249.5554588431128,1293.2741169404562,1152.3220085950531,961.4588010448657,1209.4453138049173,1137.9082022515163,1164.678189788326,1373.3202186363005,1474.1617284525676,1229.0916341433242,1123.6812306643994,1363.8457425733486,1261.2731441687642,1203.0141947058003,1270.1597754136885,1398.393318956027,1519.0393413038291,1410.0395953897712,1424.730874463965,1358.9445267953286,1431.1735062116,1383.6765717551452,1198.1132056732513,1361.3864271250595,1510.458598607383,1250.775611854939,1308.9297995783368,1590.4859831701524,1342.3285733827854,1393.7519925029492,1552.9188138154,1240.898765257546,1419.6867239855019,1365.882887997301,1370.4765110919195,1350.0679892677788,1487.3470364845857,1545.6485255306984,1525.645833881385,1508.628248629128,1656.7174092435373,1549.9963246073942,1415.4022223342738,1509.5851111339393,1486.1914829127425,1634.659418356989,1206.1420604283644,1515.0211363090607,1489.2015454872314,1643.6847859672405,1577.2220546738936,1521.1996803966397,1419.8355540682057
SSP245,San_Diego_Crossing,ELSAL,1631.9677037705474,1958.8568868177117,1657.7194202222931,1540.6198398209401,1452.2918996825344,1207.4319561733532,1347.0377211298974,1353.852548538959,1363.815541887676,870.6886359516382,730.5620067442367,1029.1014686750066,1051.0242470625224,1267.5653456268656,1411.4227573678988,1289.3656269945614,1166.5620242850152,1474.1078372287207,1055.3847500211705,939.7456589732665,1376.739511611007,1303.5763192592467,1122.1097275195013,1470.0461849158137,1280.0276166286449,1503.7656821735961,1529.4857328800801,964.9490113901238,1349.373361133438,1727.0551183616672,2094.6838405403187,1229.2376292614056,1920.1781251449725,1977.2094448234564,1221.2837073937392,887.3988239620967,1248.2443844769516,1742.8707697677444,1411.4038075990354,1050.004927514359,1779.2913827557063,1624.787047246573,1409.8914769723235,1283.8423423662261,1707.2698716763744,1995.6102496222252,1641.2298322638476,1026.387366377311,1930.1455025476316,1761.9693639242682,1306.4176035205767,1479.419891692661,1539.1450028452825,1617.1424585754999,1914.8705375321308,1176.4625585140616,1955.2596028373318,1453.4184437590468,1354.1043781508076,2233.082878290948,1405.2523816930868,1348.9578413736647,2025.8532979748982,1371.4640259288558,498.7478232016644,1708.5920725359417,1503.4736671000621,891.3574480066308,1576.6912875389044,1734.415234307958,1365.4461510745716,1793.4579941886009,1422.6146162849566,1204.7574981551027,1858.723271907186,1244.5299123999584,1469.160499216464,1380.1509973797813
SSP370,San_Diego_Crossing,ELSAL,742.480904813526,1631.9700033830231,1557.7800382231508,1105.1703909633843,922.559468501173,1337.3785618895674,1492.8501442435609,1007.7142097930969,1556.7156907611588,1459.4748192565119,2071.5284315909603,1217.6390778536174,1229.422350667286,1906.4063729242043,2313.8650576619357,1365.328789366862,1328.6738542139055,1395.713638858349,1968.3310367937422,1457.5863776396154,1150.3829776239113,1839.415469643019,1846.0601999028502,1630.3961560207904,1859.5481776682786,2140.749894099568,1582.7581304534021,2036.471333454343,1834.6576851037214,1453.8807396960997,2089.2219520145018,1552.410451435707,1097.0368332926041,2188.8608169685754,2677.4825141093947,2149.7264540489514,2101.679683100567,2156.8007977204384,2332.9792558634426,1988.9280009223166,2499.837076539578,2478.0632995403016,2163.988148709665,1683.204323108658,1419.8350580135727,2882.7870326469174,2251.8096400674403,1589.4359815423882,1919.854704365991,2575.6508282768577,2647.7986143604026,2516.4433176989323,2179.943353375554,2349.418036834654,2567.491269112726,2350.4757809037283,2657.675621251528,2630.534243337922,2902.7034250869096,2522.6441958755117,2042.4635572904824,2407.8289506473816,2697.1240624829325,2367.304967007406,2566.4579787083526,2953.202152378388,3071.367763085958,3093.45102684335,2466.9631781296307,2795.3585521021737,2972.873184014749,2634.6400114302637,2572.658856884929,2948.8892518081125,2987.4494469639826,2984.504267197635,3207.151031406979,2907.017899451981
SSP585,San_Diego_Crossing,ELSAL,443.7676986201989,801.9449104089191,1397.6232080805596,825.9383178627872,1120.3610328273721,1663.5325282667748,993.1208012096523,89.99330720214253,1101.6782575429063,1376.7753083414125,1391.2963775602805,647.787806258441,790.5993248778608,1649.7950387023502,1640.1700032157567,1201.6486853481795,1552.283532067083,986.446389388891,1123.9633257765288,931.7586171097969,1656.4385767205831,1841.993090869524,1200.0123045528683,1055.2920083396475,1441.4347995781436,1791.4813593824047,1657.0429135728493,1099.547152520177,1884.4782286723807,2128.6419242427596,1824.882211836796,2277.9667857205427,1397.4751673241904,1353.6153455661083,1742.6556693692628,2252.9006583921255,1198.4165996890647,1973.2150922666822,2146.3716791995785,1738.4149396882663,2106.7159546498547,2358.966400196139,1893.9282691611083,1887.7188099401253,1779.2001099816707,2097.408933181568,2413.7036288084446,2838.348481550016,2575.7600727672907,2239.512874030342,2486.7760514047363,3366.4301012160313,2133.080479256621,2169.851086411362,2649.0397945821414,2651.909270730412,2251.354409861536,2768.992497125124,2970.72051122587,2926.614838219878,2759.3728116177385,2617.804679618794,2703.447002697389,2777.5518779276267,2295.66415600904,2882.342541926828,3056.5176554582126,3121.288963669579,3228.926193034423,3271.1406492500278,3314.3385104572744,3179.4961661690127,3289.372397970183,3021.4455049471226,3021.549154556402,3746.8525226886763,3215.179923068284,3076.0000603347485
