Scenario,Crossing,Country,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SSP370,Rio_Grande_Crossing,Crawler_Outputs,38651.41625813732,49030.22899470693,48174.1292002576,42906.27845217116,40786.16865930273,45631.11001687804,47452.4860493617,41805.4323017495,48214.71955455143,47089.88411325507,54234.25549048974,44288.14351163467,44434.35023705856,52335.70337672671,57094.83447807134,46045.29517946956,45626.79208588136,46417.198836555865,53101.80883056272,47156.19948191548,43583.54636832852,51625.36484444074,51711.66461712262,49206.20980431364,51886.57854699055,55173.76110369725,48677.32824306287,53975.71093387388,51631.728947623495,47201.329330884015,54617.19581341292,48367.68997641332,43067.61587484606,55805.32050987385,61510.678814260384,55366.74451656538,54815.43135835459,55466.886023991625,57529.6701632156,53527.43167974344,59492.624152114855,59247.61088154917,55594.84445820322,49998.52914010504,46936.90992799165,64001.35639352349,56654.03116846035,48940.67713258741,52801.64901674551,60455.98611799019,61305.9437622522,59783.390245396986,55869.18738787105,57853.81654268573,60405.024827073474,57883.81439667857,61474.092308640014,61166.50164167366,64348.37970344169,59926.34747683256,54337.06432703538,58605.45689871209,61986.99513135715,58150.68021387464,60481.30985205938,64998.94383187507,66385.39360715622,66651.68128242993,59356.69675307594,63194.07971824946,65272.44144548212,61338.03223093917,60624.26708349495,65019.32769937946,65477.70928849737,65452.20648667121,68056.73462944299,64566.50921011916
SSP585,Rio_Grande_Crossing,Crawler_Outputs,34358.44661526931,38960.38857303268,46604.47422730379,39295.84271663723,43081.1553949321,50052.68312450673,41479.46276680203,29925.393707399027,42898.095066385256,46435.865939954885,46635.927527367545,37126.412065465855,38969.74185316962,49989.21353352638,49879.98844988296,44277.04481312064,48782.37686163415,41548.64895930335,43324.16061513559,40876.27842678655,50172.74217965988,52563.56560907315,44354.516248052,42514.86035681988,47475.01251360637,51972.80921413414,50264.85321083168,43137.969794865705,53206.18814293431,56347.734673911,52470.94806528285,58288.55534211721,47024.42847834421,46476.69112908348,51473.95768639669,58023.73086453117,44530.940483068094,54469.37089717351,56701.38967948453,51489.94673433904,56221.5641581852,59466.69360699561,53524.09697147349,53458.62189329948,52082.67107289072,56172.65923914596,60238.12940747746,65691.45321974797,62342.02850224054,58049.11073619151,61230.35842894376,72511.88027059523,56728.006697829085,57213.06189413489,63365.03617935102,63415.85288949403,58299.22036751233,64943.69150093015,67541.6807660108,66990.79431609932,64862.65831168207,63063.37838950781,64174.42980803119,65137.698431729885,58979.27593375087,66508.08201062829,68753.14706706388,69596.8623339144,70989.64579279974,71544.4310749437,72111.81275969058,70398.6832338905,71820.14600227379,68402.34081349285,68417.73014131493,77722.17911369553,70926.06373393904,69157.37507522924
SSP119,San_Diego_Crossing,Crawler_Outputs,1256.5541184088845,1363.2215458459923,1168.9523709767077,1229.8541792911535,1190.804524769979,1156.05967625141,1267.101051128317,973.3313358398868,1002.554341322315,1261.3810289743997,1258.892163980934,1123.940329924077,908.4778014805164,1269.7570683049291,1240.1256799891742,1204.0972056583762,963.9271349414848,1209.4155375142695,1137.1088517034193,1190.372034282795,1182.929035007004,1217.9869765586045,1239.0843600961716,1178.8052782074028,1243.7563698217846,1249.5554588431128,1293.2741169404562,1152.3220085950531,961.4588010448656,1209.4453138049173,1137.9082022515165,1164.678189788326,1373.3202186363003,1474.1617284525676,1229.0916341433242,1123.6812306643994,1363.8457425733486,1261.2731441687642,1203.0141947058005,1270.1597754136883,1398.393318956027,1519.0393413038291,1410.0395953897712,1424.730874463965,1358.9445267953286,1431.1735062116,1383.6765717551452,1198.1132056732513,1361.3864271250595,1510.458598607383,1250.775611854939,1308.9297995783368,1590.4859831701524,1342.3285733827854,1393.7519925029492,1552.9188138154,1240.898765257546,1419.686723985502,1365.882887997301,1370.4765110919195,1350.0679892677788,1487.3470364845855,1545.6485255306984,1525.645833881385,1508.628248629128,1656.7174092435373,1549.9963246073942,1415.4022223342738,1509.585111133939,1486.1914829127425,1634.659418356989,1206.1420604283644,1515.0211363090607,1489.2015454872314,1643.6847859672405,1577.2220546738936,1521.1996803966397,1419.8355540682055
SSP245,San_Diego_Crossing,Crawler_Outputs,1631.9677037705474,1958.856886817712,1657.7194202222931,1540.61983982094,1452.2918996825344,1207.4319561733532,1347.0377211298974,1353.852548538959,1363.815541887676,870.6886359516382,730.5620067442367,1029.1014686750066,1051.0242470625224,1267.5653456268656,1411.4227573678988,1289.3656269945614,1166.5620242850152,1474.1078372287209,1055.3847500211705,939.7456589732664,1376.739511611007,1303.5763192592467,1122.1097275195011,1470.0461849158137,1280.0276166286449,1503.765682173596,1529.48573288008,964.9490113901238,1349.373361133438,1727.0551183616672,2094.6838405403187,1229.2376292614056,1920.1781251449725,1977.2094448234564,1221.2837073937392,887.3988239620967,1248.2443844769516,1742.8707697677444,1411.4038075990354,1050.004927514359,1779.2913827557063,1624.787047246573,1409.8914769723235,1283.842342366226,1707.2698716763744,1995.6102496222247,1641.2298322638476,1026.387366377311,1930.145502547632,1761.9693639242682,1306.417603520577,1479.419891692661,1539.1450028452823,1617.1424585755,1914.8705375321308,1176.4625585140616,1955.259602837332,1453.4184437590468,1354.1043781508076,2233.082878290948,1405.2523816930868,1348.957841373665,2025.8532979748984,1371.4640259288558,498.7478232016644,1708.5920725359415,1503.473667100062,891.3574480066308,1576.6912875389044,1734.415234307958,1365.4461510745716,1793.4579941886009,1422.6146162849566,1204.757498155103,1858.723271907186,1244.5299123999584,1469.160499216464,1380.1509973797813
SSP370,San_Diego_Crossing,Crawler_Outputs,742.480904813526,1631.9700033830231,1557.7800382231508,1105.1703909633843,922.559468501173,1337.3785618895674,1492.8501442435609,1007.7142097930968,1556.7156907611588,1459.474819256512,2071.5284315909603,1217.6390778536174,1229.422350667286,1906.4063729242043,2313.865057661936,1365.328789366862,1328.6738542139055,1395.713638858349,1968.3310367937424,1457.5863776396154,1150.3829776239113,1839.415469643019,1846.0601999028504,1630.3961560207904,1859.5481776682784,2140.749894099568,1582.758130453402,2036.471333454343,1834.6576851037207,1453.8807396960997,2089.2219520145018,1552.410451435707,1097.036833292604,2188.860816968576,2677.4825141093947,2149.7264540489514,2101.679683100567,2156.8007977204384,2332.979255863442,1988.9280009223169,2499.837076539578,2478.0632995403016,2163.988148709665,1683.204323108658,1419.8350580135727,2882.7870326469174,2251.8096400674403,1589.4359815423882,1919.854704365991,2575.6508282768577,2647.7986143604026,2516.4433176989323,2179.943353375554,2349.418036834654,2567.491269112726,2350.4757809037283,2657.675621251528,2630.534243337922,2902.7034250869096,2522.644195875512,2042.4635572904824,2407.8289506473816,2697.1240624829325,2367.304967007406,2566.4579787083526,2953.202152378388,3071.367763085958,3093.45102684335,2466.9631781296307,2795.3585521021737,2972.873184014749,2634.640011430264,2572.658856884929,2948.8892518081125,2987.4494469639826,2984.504267197635,3207.151031406979,2907.017899451981
SSP585,San_Diego_Crossing,Crawler_Outputs,443.7676986201989,801.9449104089191,1397.6232080805596,825.9383178627872,1120.361032827372,1663.5325282667748,993.1208012096524,89.99330720214253,1101.6782575429063,1376.7753083414125,1391.2963775602805,647.787806258441,790.5993248778608,1649.7950387023502,1640.1700032157569,1201.6486853481797,1552.283532067083,986.446389388891,1123.9633257765288,931.7586171097968,1656.4385767205831,1841.993090869524,1200.0123045528685,1055.2920083396475,1441.4347995781436,1791.481359382405,1657.042913572849,1099.547152520177,1884.4782286723807,2128.64192424276,1824.882211836796,2277.9667857205427,1397.4751673241904,1353.6153455661083,1742.6556693692628,2252.900658392125,1198.4165996890647,1973.2150922666824,2146.3716791995785,1738.4149396882665,2106.7159546498547,2358.966400196139,1893.9282691611083,1887.7188099401253,1779.2001099816707,2097.408933181568,2413.7036288084446,2838.348481550016,2575.7600727672907,2239.512874030342,2486.7760514047363,3366.430101216032,2133.080479256621,2169.851086411362,2649.039794582141,2651.909270730412,2251.354409861536,2768.992497125124,2970.72051122587,2926.614838219878,2759.3728116177385,2617.804679618794,2703.447002697389,2777.5518779276267,2295.66415600904,2882.342541926828,3056.5176554582126,3121.288963669579,3228.926193034423,3271.140649250028,3314.3385104572744,3179.4961661690127,3289.372397970183,3021.4455049471226,3021.549154556402,3746.852522688676,3215.179923068284,3076.0000603347485
SSP119,Tucson_Crossing,Crawler_Outputs,1490.330474005755,1543.934095252835,1447.2687624971616,1478.0198903547891,1458.861496883862,1441.8526548142563,1497.6403523804156,1351.290660803308,1366.2233719939602,1495.8058296441232,1494.903612250608,1427.8576567650782,1320.6096861746944,1501.3505665262458,1486.8950672873968,1469.2452626141849,1349.6598877169215,1472.5820384064305,1436.817159493602,1463.754034480592,1460.3780316755024,1478.224345708306,1489.0996285206277,1459.3405842144205,1492.1136713859996,1495.3499408733787,1517.5208761262952,1447.4787582126696,1352.514152927453,1476.683703906415,1441.3031023390747,1455.0109294909844,1559.5343011819048,1610.228822836976,1488.1966820289915,1435.901872926682,1556.1656049487772,1505.2878185579534,1476.5375022836497,1510.406380323221,1574.7787737442322,1635.36243271208,1581.275330053083,1588.9518041808992,1556.442775121048,1592.8499851575675,1569.4735473865646,1477.1553521017167,1559.0243734094504,1633.8022768262392,1504.473369704137,1533.8525073517044,1674.784656444173,1551.210903004098,1577.2291149620312,1657.047656371579,1501.5848875895742,1591.2010002256686,1564.6752895217269,1567.3096245734012,1557.4594491468772,1626.3486024607475,1655.8012931939743,1646.15376402386,1637.9968106508916,1712.283859802154,1659.3345783458117,1592.467251782599,1639.8368737491746,1628.496122525507,1702.972308182752,1489.338055144214,1643.9135510848646,1631.3614255728835,1708.8412790751297,1675.9945062545958,1648.360996015615,1598.086645143877
SSP245,Tucson_Crossing,Crawler_Outputs,1313.647298294569,1219.789462279311,1307.7561566234306,1342.4407135859394,1368.7953852140329,1440.4687674657948,1400.8327062077155,1399.6419081710203,1397.5396618800232,1541.090605175894,1582.4418893180612,1496.791785778394,1491.226975758428,1429.3168105124985,1388.449824292424,1424.5696773461134,1460.9056469961836,1372.6480497393136,1494.6578062002775,1528.9195263437805,1403.1844923623623,1425.1487083531135,1478.468623566584,1378.5172391707642,1434.3130988688577,1370.3192877426045,1363.6551019932222,1527.8804166450393,1417.3651590543918,1308.801998111487,1203.1493639394066,1454.4931578670537,1255.2361974342805,1239.5068601041016,1459.1425907931914,1556.590226256796,1452.9014341996526,1310.4807895215768,1407.2283951403824,1512.6418064553704,1302.2830304302554,1347.7969081461913,1410.7950883280164,1448.0706953536549,1326.2633456021128,1243.566052515169,1346.9474980054883,1525.737191978616,1264.8658597363794,1314.337959896898,1447.0102514771256,1397.705321624447,1381.1960852725465,1359.396690496195,1273.9814963004198,1488.5455342548787,1263.852590065467,1409.92645971474,1439.461803859134,1185.7646029793625,1426.2179997241717,1443.2984504554047,1248.107770765403,1438.3469461598338,1691.7955278087543,1342.3069946766557,1402.4745172645812,1580.4749158422326,1382.841178975753,1337.959592068563,1445.564707562063,1322.4301200175305,1430.5778760954206,1494.4334753824533,1305.881333750843,1484.4831002488584,1420.2308888443245,1446.7828843212878
SSP370,Tucson_Crossing,Crawler_Outputs,1286.956795606775,1621.3485880249902,1593.9767710730775,1424.5467988642,1356.4739245568749,1512.675341364443,1571.518109214882,1389.8778197993802,1596.451094491738,1560.4260034443312,1790.6689493790116,1470.599204608798,1475.501606376738,1730.1193263783484,1883.5576573203805,1527.9576092418797,1514.6763836955436,1540.3219933565188,1755.7606462460787,1564.5068817340964,1449.662186727786,1708.802883384807,1711.7762843358316,1631.2953200783968,1717.797609300646,1823.8392723251377,1614.8490188754588,1785.6512234413703,1710.3696759475065,1567.905587372411,1806.8906618235703,1605.8514459164198,1435.3838833721447,1845.7318743761623,2029.6386729018584,1831.9988551653776,1814.4411523250783,1835.6125119486044,1902.2286084995976,1773.551286535737,1965.8247319924503,1958.1298698817263,1840.705530395143,1660.699015817148,1562.3095863233304,2111.9784431635785,1875.5894990617608,1627.4144459567424,1751.932096003275,1998.5959121907115,2026.159057582024,1977.3274648258864,1851.4848855186813,1915.5843955655864,1997.927724631308,1916.9394302927524,2032.7407482676083,2023.0308971906263,2125.681760859381,1983.4871018188933,1803.7070227008328,1941.3435980653744,2050.423509033298,1927.0889174152464,2002.3296253452845,2147.9917613151174,2192.8299259093205,2201.5989281260254,1966.8953517513185,2090.6534398119925,2157.7711339008183,2031.2779109302533,2008.4892623382907,2150.2045422533074,2165.1589586793752,2164.5323224445983,2248.592548225523,2136.4020207622493
SSP585,Tucson_Crossing,Crawler_Outputs,1330.0539767150888,1388.1226094813612,1484.3955040789256,1392.8871566811458,1440.700284801886,1528.5269711939306,1421.1374925147336,1276.3135151266558,1439.5049546354835,1484.2093696692086,1486.9977109712895,1367.8499240461138,1391.2749790757637,1529.9371045536088,1528.8413200086688,1458.753573554857,1515.6089466474605,1425.0412639093597,1447.6146360714629,1417.149210485454,1534.1732239718997,1564.4738879554743,1461.6577909099694,1438.8306753533018,1501.3978320551223,1558.1585737179994,1536.9853895674623,1447.7594957583312,1574.475462540142,1614.2039592614835,1565.793872262242,1639.1292382214026,1497.9464522637309,1491.3436834724168,1554.376935275881,1636.9070864219875,1467.7359958153877,1592.8220421508474,1621.128384063152,1555.957234726969,1615.6543755301914,1656.6837013079364,1582.3304784693971,1581.7841211806358,1564.780369575701,1616.419714758105,1667.751154691546,1736.511726607617,1694.7244272798932,1641.0884255046606,1681.3155027438204,1823.268542121141,1625.3252596492134,1631.6926463681486,1709.227105470288,1710.1411795000072,1646.1606912871096,1729.8800911471042,1762.7824132434837,1756.140096988999,1729.6901513241105,1707.370090741653,1721.598948174958,1733.9718996580864,1656.9082631830252,1751.7334381467003,1780.2036195492792,1791.075179841359,1808.8421228189493,1816.0852033652127,1823.4864737641549,1802.248318781268,1820.375426155582,1777.7293819133176,1778.1985469823771,1895.3228415361457,1810.250843769229,1788.3149585432773
SSP119,Rio_Grande_Crossing,Crawler_Outputs,76231.77796141602,75593.31360478155,76489.33994119093,76358.32590260211,76454.3480609224,76424.5785216424,76210.82962367497,76470.05972430218,76901.60949522197,76033.95794611551,76511.52794399383,76400.50985557395,77243.88757526425,76720.45070667462,76358.92010496548,76426.74852745196,77260.33137035127,76375.97037073429,76761.14910855216,76644.42580443314,76828.28797469138,76723.02126067376,76504.9611398398,76691.60206402268,76818.62440732321,76484.97366226702,76381.95949295913,76829.6740416932,77525.81473033794,77201.35879893281,77040.3508350906,76879.0751507706,76544.63047602157,75841.01772587733,76919.6386598821,76886.7857192372,76335.28435918238,76574.38003353146,76974.25570240615,76836.37324880085,76824.79023852957,76258.40731260573,76564.50696032794,76536.26988998984,76923.12880459943,76837.99651685996,76714.74637212716,77171.76651539971,77000.09589114883,76401.08799389671,77087.3230248631,77194.61713847253,76208.27310029765,76722.85314629569,77065.12275374183,76439.93364010967,76882.98615983389,77061.98320278875,76902.57233007265,76840.14089250195,77214.23230984298,76764.70475660545,76396.46267947028,76819.91621387194,76655.07707767509,76095.44255413978,76573.67723734226,77024.81676184396,76799.90668947477,76899.81541059334,76546.88879113598,77416.82622857143,76920.32757909219,76992.36567529847,76842.29732408331,76927.74913940107,77005.06779123822,77132.58864853194
SSP245,Rio_Grande_Crossing,Crawler_Outputs,65734.2631777465,66360.88919831486,72531.55723101833,76435.7767363912,77470.71247454357,77089.94186996135,77657.75784890229,71490.85466522227,78738.5866031579,85173.96444960374,88461.38940850265,82748.16368880495,81597.69242951764,78771.458115948,78167.46785885935,77099.7184163665,75683.37406778811,75405.35947000534,82617.02986593213,86127.41597165994,77908.49472012125,78133.2736650425,81128.19944986959,77455.1005368663,76554.73352054357,76063.71024451489,75666.3952765738,81000.40968410413,76419.43883178117,75652.7192507171,65982.28862011239,72556.74252104404,67899.64174670231,68225.49641151936,73434.00631263187,84664.66447638394,80806.60475114163,68644.43789528008,75779.2028521557,80178.58998274698,68678.8439254352,72160.40664812367,72090.10136219827,78525.73771432163,73770.40478253653,69427.90541769142,72283.88440087148,80078.09734100578,65603.72645289924,69081.54084326423,80743.25722421895,76712.12794790188,75534.64284531756,74927.80902577667,65164.962615471886,81819.97466268462,73142.85209780767,72385.1802154555,76216.63037261697,65209.07912523243,70203.67557822789,79958.78333490809,72399.43931946678,74568.43946473631,91862.6067995253,75596.14530226913,76317.12589511875,86117.0843868422,74096.3201365637,72287.4349167277,78701.22753910374,69978.22021647365,71470.19399241562,79995.33173563262,71401.44799890507,76996.94089920928,79247.49958572458,81870.6942063315
SSP370,Rio_Grande_Crossing,Crawler_Outputs,36846.06988973764,118009.24694582632,114822.5484211904,71393.90089852063,59698.17169898304,87872.02036408089,104818.6907466641,102019.45220019508,125315.83179382142,113813.02425239746,143109.37519082124,89726.4012193372,83183.51250829906,134874.40351998984,169043.91243137978,113054.34052610854,94966.86890510123,112323.63253300446,133121.19165547696,104396.623359873,73289.09536544565,116511.37225072256,143547.62979772553,92707.12616976166,136921.49459857817,152252.58081628807,116254.11156756053,152107.64333259608,137759.5107776521,85756.62721518794,163012.33236350506,122558.34280951544,68280.81589817457,131861.1777002616,202842.0789740659,169665.22369707882,141192.85466403695,137619.2350485472,154471.60015132642,130618.57316674896,164690.0045871427,178777.87777337685,175148.21387731787,131304.62312351,91696.14776387904,167401.4741122156,160385.44234021724,94432.38290180762,125352.9402021157,166959.63292251874,188754.1335743496,193830.19422249807,167363.56376906208,153201.34733716067,185586.0614673429,190929.9491101348,187440.3959154992,192315.4515958363,215650.6310760108,181873.4553321559,164995.24684189446,164817.69507398122,208259.29909571656,168097.38646546335,181586.5558467696,218194.52985023867,203268.71009558009,235742.34063243456,182815.80421520275,179871.06609417827,190968.6535796509,212245.28352352863,182358.33529342417,197054.6122562236,205450.7576407918,215460.87052829404,226008.2540670233,224244.75693646047
SSP585,Rio_Grande_Crossing,Crawler_Outputs,70386.33353588454,70109.2292591628,79296.77390009857,76092.08928724707,75788.56401781685,82467.23388503684,78444.72998517095,63282.97882470965,73636.06988550948,83535.19007583111,82570.91608197113,73178.23346074884,76057.31827910048,85531.79937898462,83991.18949333139,81269.47167092211,83606.1424652375,74887.19515808129,81055.24575520231,76990.75934573606,85863.60309470772,86023.45277790622,85799.30243996045,78217.24149278118,82633.11006922284,89194.34086292078,84834.52149258611,77202.41739396326,87493.71020063142,91268.08603038,90491.7817261706,94752.03513369366,85496.04756373007,83567.96710280547,88075.41352685526,95287.20528931994,85880.08068479515,88718.75034057157,93094.53961451472,88716.91966010955,90666.90355266612,97500.85272872784,93860.5575962634,92895.72383560878,93290.89947928702,91252.7688665301,97432.2387062624,103101.08927589572,104562.50871006348,96354.06871964729,100156.76874920618,104471.09562909452,93726.4642453826,96233.416098637,98255.27404762933,100650.1605885905,104044.11890468062,98798.97237189418,103599.96050306944,105745.3030069663,104135.2820387738,103670.0961190426,101940.1731034316,100472.33290108552,101222.40069258522,103448.68547499146,105671.49970327076,108782.9996947699,109578.18468992002,110256.0425649072,106019.93165619476,108133.70331287212,111813.25464760343,109723.17767630104,102120.40535771904,107994.35448091984,111383.72270929364,108809.11160052392
SSP119,San_Diego_Crossing,Crawler_Outputs,1996.359443775131,2516.677255920325,1822.6356671029232,1941.369379042296,1880.432050078561,1919.0432757175868,2103.2513855983884,1913.1551767856752,1586.6892835303415,2288.380383255764,1925.4951780457247,2028.4045710896323,1376.0278440731656,1805.315640780935,2106.4746725816663,2067.849194913755,1423.223900190957,2138.1384612279167,1848.3694995570283,1955.7938644741528,1825.3420413782264,1923.6999336502631,2111.3198426650374,1978.6689798703385,1893.1988425728257,2172.2944195885675,2268.869701606452,1929.6113880436585,1393.7545419430437,1665.5735623475746,1808.0437526301407,1950.725810524881,2230.4496845974104,2802.324384298141,1963.7817781984816,2004.833134267376,2456.3305013547424,2282.168198133438,1980.7684351321816,2104.937647190772,2129.1564867614434,2592.430770773773,2365.2431182711857,2402.641584475013,2111.542970893242,2193.9669575738626,2306.556508760192,1959.9339692294263,2110.842335100293,2599.935244678913,2071.917500228729,2002.0598142145045,2797.68132393022,2405.5072477820886,2149.6955502968444,2659.5076511901148,2323.9387563910377,2197.337079212889,2338.5433696021432,2403.002443926368,2122.007723711368,2492.8054478997105,2799.275781564252,2479.2170571322376,2624.7191460028102,3082.65290503242,2719.241683681816,2377.2729258391428,2570.3137234136693,2506.300661183552,2800.6507062758046,2127.2552509757547,2535.224782430998,2493.267869206144,2627.080710508504,2574.5084993357714,2528.3726801052844,2442.508030702342
SSP245,San_Diego_Crossing,Crawler_Outputs,3537.3194467237054,3454.780309371308,2549.6443193020777,1980.7924737876592,1837.670410136511,1904.603677840303,1830.7904763745605,2756.240768038483,1691.2954950165697,746.8832045168725,269.5482074664206,1127.684136576171,1308.8216860492173,1738.6004635891734,1838.6539319001035,2007.5176374886355,2228.1040883217747,2279.7909405752685,1220.1962963717588,709.7794544763136,1939.6977860006468,1916.7826808935224,1482.8472287034951,2038.2794830112368,2182.307832614683,2265.599832870816,2334.9878693515075,1553.99030344557,2244.1279943859377,2368.326414963449,3813.612350898988,2848.5646603684368,3549.9981232587807,3512.0859151552595,2749.710071767866,1093.7983935873222,1676.674195705608,3491.671322900226,2443.487517933112,1801.1652100411866,3517.8756967542813,3011.735522337343,3032.60351971204,2088.1528734502,2804.161525953411,3458.91602632043,3045.5967962801865,1899.5674420961493,4057.637683744196,3552.0536678782764,1832.1837563307288,2440.73874120117,2625.88446781776,2726.35984951222,4185.357970412503,1724.6081573855374,3022.51207730148,3145.3680462041098,2587.313347731864,4230.994463332056,3500.35801311479,2063.3810252243925,3195.4346296507424,2884.045837495233,328.4614025792636,2752.432965256835,2655.8939747236464,1212.2622621021096,3006.2787874066216,3285.1084630480327,2343.8988786869527,3648.6109463825856,3437.6758952694604,2183.1956236370343,3468.7489881441807,2648.954568834504,2325.4645337241004,1946.6846674901376
SSP370,San_Diego_Crossing,Crawler_Outputs,1230.2831810079538,2680.275241188014,2623.770902154491,1848.541717998272,1640.065322286731,2143.663189610196,2446.742638388396,2397.158369573456,2813.644198581997,2608.6134011155928,3132.259260463144,2179.2449065186893,2062.798707511082,2986.413076001647,3597.093977055293,2597.525548497063,2274.892055619093,2585.295806812238,2957.152476427747,2444.539475838107,1889.366599717737,2661.730754738069,3145.011141906547,2237.405538019525,3027.488537646837,3301.713507266033,2659.187978428148,3299.945679805974,3044.097120511833,2115.7313059690546,3495.935564820914,2773.8340407573296,1804.842890480669,2940.8042815479903,4208.939976247934,3616.808727889214,3108.7000289161247,3045.2852442401136,3346.6803922001604,2921.0735595883048,3530.00278779107,3782.023860338945,3717.608119748144,2934.968011992052,2227.967447835227,3580.4818012366377,3455.58522440995,2278.0680082697195,2830.722339993934,3574.232015855262,3963.8941512626834,4054.963437627761,3582.6774109127773,3330.14933037443,3908.9536353725007,4004.806336061131,3942.892985257307,4030.372304735687,4447.551103223696,3844.698077085413,3543.6621329842283,3540.901426913972,4317.182784408523,3600.297780593162,3841.6259490897855,4495.858057012841,4229.6919521355,4810.084312190685,3865.221974206096,3813.039069843145,4011.653369591385,4392.0662873631145,3858.6930761177127,4121.580295086709,4271.946594826909,4451.138499997804,4639.9261075441245,4608.840274000568
SSP585,San_Diego_Crossing,Crawler_Outputs,1416.8733805068098,1390.3859258904297,2178.0077708824138,1899.702166672835,1870.9420893679664,2442.7610765250133,2094.110096300966,787.3079089498202,1675.1851556785057,2524.0137371452256,2438.418833113814,1627.847661697166,1872.842320783712,2685.1452333629745,2549.976339499605,2313.213507655036,2511.55199332747,1758.932700467298,2286.830365242144,1934.568226085115,2695.1208237154724,2706.218311273558,2684.285731791316,2029.456622836264,2406.63895838422,2968.356330286072,2590.6908917551705,1931.5572813520089,2814.1189021313467,3136.122729183349,3066.6961874145427,3430.493160517579,2631.6799225867194,2463.182439211222,2848.241916111649,3465.9178068389747,2654.1043967493847,2895.622713503112,3269.3575959897125,2890.161026071228,3055.2383305316166,3640.413790862114,3324.638801563929,3238.995748746745,3270.334985843833,3092.371451185351,3621.251351189965,4106.209928812376,4229.262973050026,3520.5553728149,3844.9955284270254,4213.443674235745,3286.5835554199566,3499.5689017245595,3670.828510278213,3874.17446967104,4163.456381911663,3709.638823802061,4119.947523961892,4301.8287546570855,4160.689411357855,4118.023964721721,3966.571151509897,3837.6615997970257,3899.527167074245,4088.370712192229,4276.915734838416,4541.901769777941,4607.648129188471,4663.302503100965,4296.277946225913,4475.443585403504,4789.291008145551,4606.859266167328,3950.248652138676,4452.848944868341,4741.736037065626,4517.626706122222
SSP119,Tucson_Crossing,Crawler_Outputs,3516.3851197050058,4165.66496054765,3300.145395475698,3448.486753086502,3372.705346213956,3421.1014202851743,3651.115945679481,3414.220955539295,3007.2175800111454,3882.743578340212,3430.310528475889,3558.9125331053165,2745.365973597897,3281.0944117868376,3656.9942384396113,3609.044772474324,2805.167397414383,3697.188422934717,3335.961026181008,3470.19503456966,3307.700819009316,3430.6252535060585,3664.895678181207,3499.6583669387783,3393.27458365282,3741.65232073784,3862.353116209905,3439.392396697272,2771.193455241533,3110.4943707340103,3288.444757816876,3466.659429865784,3815.820908574258,4529.413128913466,3483.6421037221216,3535.0820115402444,4098.514804790764,3881.495866752318,3505.7601366900453,3660.8817706711816,3691.32469360053,4269.448085653434,3986.284999905474,4033.1682703779406,3670.282257630414,3773.330640025413,3914.0077336208215,3481.860833219352,3670.3370525706746,4280.666757382667,3622.2463596707016,3535.3376444000646,4528.033015435287,4039.0648473335073,3720.195951345,4356.370903181542,3938.012387388022,3780.320867589997,3956.694658151264,4037.333498080329,3687.0511442308816,4149.818705241208,4532.343882594566,4133.332848970692,4315.0652450504485,4886.5268333040085,4433.437627661911,4007.0958832388046,4248.128357734902,4168.510262217316,4535.916516857791,3696.15106606348,4205.286968703183,4153.18184947865,4320.333006052313,4254.986298701317,4197.668386353363,4090.792486234072
SSP245,Tucson_Crossing,Crawler_Outputs,4111.326976963202,4079.055099611898,3704.947364837847,3470.5848509601656,3413.1373161916085,3442.9797389068203,3414.3339850518337,3800.939142791105,3360.4215462702928,2969.9922710117394,2773.660221583299,3132.292426636726,3209.593234891598,3390.2186390359134,3433.8243920327345,3506.0247188862004,3599.7187931452777,3623.2254616196806,3184.9313562097936,2974.851915504126,3487.980890007057,3480.4861949635297,3302.189128990379,3535.030711481601,3596.910532999404,3633.55094108243,3664.4134600779225,3341.892312977792,3630.711678849461,3684.351035103114,4286.977519196362,3887.973059581692,4181.486462243093,4167.759616487218,3852.976856013285,3166.879049516905,3411.1249896415848,4167.387536947849,3733.835285340835,3468.941608574416,4184.360457158471,3976.058215441104,3986.7578938966594,3596.312679633724,3895.882903959297,4169.99853829097,4000.268687171744,3526.0560353928845,4424.885007370668,4216.813881216802,3504.137784917774,3759.054888474463,3838.021322686981,3881.802404731976,4490.127082890859,3469.5731779993903,4010.954037764803,4064.035528865174,3834.1598447202928,4519.230828965976,4217.637594615993,3622.519625117213,4094.980229946112,3967.608282965138,2907.645189745601,3916.971309583562,3878.881695633778,3280.998308875173,4028.542220785908,4146.439673195104,3757.341304802229,4301.551337844983,4215.923643333652,3696.643456672045,4232.891957027292,3894.248506997399,3761.847804134725,3606.471026459147
